ISBN13,Author
9.78067E+12,Lynn Beach
9.78038E+12,"Adele Faber,Elaine Mazlish,Kimberly Ann Coe"
9.78045E+12,Burstein
9.78081E+12,David Stick
9.78035E+12,Brian Daley
9.78035E+12,Alan Dean Foster
9.78035E+12,Donald F. Glut
9.78069E+12,Peter Jenkins
9.78093E+12,Earthworks Group
9.7809E+12,"Cindy Ross,Todd Gladfelter"
9.78068E+12,Cindy Ross
9.78039E+12,Gretchen McHugh
9.78043E+12,Sharon A. Feaster
9.78067E+12,Judy Blume
9.78052E+12,Lilian Jackson Braun
9.78052E+12,Lilian Jackson Braun
9.78067E+12,R. L. Stine
9.78067E+12,R. L. Stine
9.78067E+12,"Nina Kiriki Hoffman,R.L. Stine"
9.78035E+12,Terry Brooks
9.78067E+12,Anne Edwards
9.78067E+12,"A.C. Crispin,Leonard Nimoy"
9.78055E+12,Marilyn Kaye
9.78059E+12,Katherine A. Applegate
9.78059E+12,K.A. Applegate
9.78059E+12,K.A. Applegate
9.78044E+12,Gordon Korman
9.78059E+12,"Ann M. Martin,Susan Tang"
9.78059E+12,Ann Matthews Martin
9.78059E+12,Ann Matthews Martin
9.78055E+12,Carolyn G. Hart
9.78055E+12,Carolyn G. Hart
9.78052E+12,Nora Roberts
9.78097E+12,Robert James Waller
9.7802E+12,Khristine Page
9.78038E+12,Stephanie Laurens
9.78155E+12,Elaine Coffman
9.78055E+12,Jane Feather
9.7808E+12,Gaelen Foley
9.78045E+12,Claire Delacroix
9.78155E+12,Elaine Coffman
9.78082E+12,Janet Dailey
9.78006E+12,Rachel Gibson
9.78038E+12,Elizabeth Bevarly
9.78155E+12,Rosemary Rogers
9.78031E+12,Maureen Child
9.78045E+12,Lisa Jackson
9.78084E+12,Cassie Edwards
9.78155E+12,Elaine Coffman
9.78084E+12,Leigh Greenwood
9.78045E+12,Marsha Canham
9.78006E+12,Victoria Alexander
9.78006E+12,Stephanie Laurens
9.78037E+12,Diana Hamilton
9.78084E+12,Connie Mason
9.78155E+12,Nan Ryan
9.78155E+12,Rebecca Brandewyne
9.78045E+12,Cassie Edwards
9.78006E+12,Susan Elizabeth Phillips
9.78031E+12,Brenda Joyce
9.78045E+12,Pamela Britton
9.78084E+12,Sandra Hill
9.78038E+12,Judith Ivory
9.78035E+12,Candice Proctor
9.78055E+12,Madeline Hunter
9.7808E+12,Linda Francis Lee
9.78084E+12,Madeline Baker
9.78055E+12,Josie Litton
9.78037E+12,Judith Stacy
9.78006E+12,Sue Civil-brown
9.78074E+12,JoAnn Ross
9.78155E+12,Heather Graham
9.78006E+12,Victoria Alexander
9.78045E+12,Patricia Rice
9.78044E+12,Claire Delacroix
9.78038E+12,Johanna Lindsey
9.78084E+12,Cassie Edwards
9.78084E+12,Leigh Greenwood
9.78082E+12,Melanie George
9.78031E+12,Olivia Drake
9.78044E+12,Connie Lane
9.78038E+12,Lisa Kleypas
9.78044E+12,Danielle Steel
9.78014E+12,Peter Matthiessen
9.78068E+12,Karen Rauch Carter
9.78069E+12,Emeril Lagasse
9.78006E+12,Chin-Ning Chu
9.78067E+12,W. Stone
9.78039E+12,Thomas A. Stewart
9.78156E+12,Pablo Neruda
9.7804E+12,Marie Simmons
9.78189E+12,BettyClare Moffatt
9.78158E+12,Bob Frissell
9.7808E+12,Julie Smith
9.78045E+12,Ellis Peters
9.78043E+12,Georgette Heyer
9.78039E+12,John Bayley
9.7804E+12,Lilian Jackson Braun
9.78096E+12,Stephen J. Small
9.78044E+12,Brian Jacques
9.78044E+12,Brian Jacques
9.78052E+12,Lilian Jackson Braun
9.78074E+12,Marco Palmieri
9.78031E+12,Wladyslaw Szpilman
9.78067E+12,Carmen Carter
9.78039E+12,Laura Wolf
9.78074E+12,Alan Paton
9.78052E+12,Nora Roberts
9.7808E+12,Fannie Flagg
9.78014E+12,John Steinbeck
9.78052E+12,Nora Roberts
9.7806E+12,"Anthony Walker,John G. Gunderson"
9.78069E+12,"Holly Black,Tony DiTerlizzi,Tony DiTerlizzi"
9.78156E+12,Fred Willard
9.78014E+12,Robertson Davies
9.78016E+12,"Moliere,Richard Wilbur"
9.78001E+12,Robert Ludlum
9.78326E+12,Martin Suter
9.78326E+12,Martin Suter
9.78074E+12,Catherine Ryan Hyde
9.78344E+12,"Donna Tartt,Rainer Schmidt"
9.78006E+12,"Kevin J. Anderson,Chris Carter"
9.78043E+12,Alice Hoffman
9.78045E+12,Dorothy Allison
9.78052E+12,Nora Roberts
9.78062E+12,J.R.R. Tolkien
9.78055E+12,Bruce Sterling
9.78045E+12,Wen Spencer
9.78044E+12,Bruce Sterling
9.78089E+12,"Scott Adams,Scott Adams"
9.78025E+12,John S. Schuchman
9.7808E+12,Morgan Llywelyn
9.78067E+12,Elizabeth Moon
9.78044E+12,William Gibson
9.78055E+12,Bruce Sterling
9.78092E+12,"Roy K. Holcomb,Samuel K. Holcomb,Thomas K. Holcomb"
9.78006E+12,Lou Ann Walker
9.78044E+12,Bruce Sterling
9.78089E+12,C.S. Friedman
9.78055E+12,"William Gibson,Bruce Sterling"
9.78055E+12,Bruce Sterling
9.78055E+12,Starhawk
9.78006E+12,Michael Moore
9.78157E+12,Michael Moorcock
9.78045E+12,Anne McCaffrey
9.78096E+12,"Matthew S. Moore,Robert F. Panara"
9.78157E+12,Bonnie Tucker
9.78015E+12,Lillian M. Hines
9.78035E+12,Robert E. Weinberg
9.78059E+12,"J.K. Rowling,Mary GrandPré"
9.78067E+12,Llywelyn &amp; Scott
9.78094E+12,Ernst Friedrich
9.78038E+12,Neal Stephenson
9.78093E+12,Bruce K. Grant
9.78093E+12,Sherman Wilcox
9.78031E+12,Dan Brown
9.78045E+12,Michael Moore
9.78081E+12,Walter Evans-Wentz
9.78001E+12,Fiona Horne
9.78067E+12,"Morgan Llywelyn,Michael Scott"
9.78089E+12,Tanya Huff
9.78088E+12,Douglas Monroe
9.78089E+12,Mary Coddington
9.78088E+12,Draja Mickaharic
9.78077E+12,Robert Jordan
9.78038E+12,Teresa Edgerton
9.78288E+12,Gustave Flaubert
9.78031E+12,Philip Gourevitch
9.78274E+12,Nancy Huston
9.78225E+12,P.D. (Phyllis Dorothy) James
9.78039E+12,Myla Goldberg
9.78014E+12,Mary Karr
9.78039E+12,Raymond Chandler
9.78081E+12,Steve Alten
9.7809E+12,Robert Asprin
9.78045E+12,Dave Barry
9.78083E+12,Smithmark Publishing
9.78045E+12,Nalo Hopkinson
9.78045E+12,Cynthia Voigt
9.78045E+12,Cynthia Voigt
9.78045E+12,Cynthia Voigt
9.78045E+12,Cynthia Voigt
9.78059E+12,Cynthia Voigt
9.78045E+12,Cynthia Voigt
9.78059E+12,Cynthia Voigt
9.78045E+12,Cynthia Voigt
9.78016E+12,Barbara Gowdy
9.78038E+12,Alice Munro
9.78155E+12,Catherine Gildiner
9.78031E+12,"Emma Mclaughlin,Nicola Kraus"
9.78014E+12,"Oscar Wilde,Peter Ackroyd"
9.78043E+12,Dean Koontz
9.78019E+12,"W. Wilkie Collins,Virginia Blain"
9.78189E+12,Sharlee Dieguez
9.78014E+12,Stella Gibbons
9.7814E+12,Maurice A. Williams
9.78207E+12,"Fred Uhlman,Arthur Koestler,Léo Lack,Léo Lack"
9.78289E+12,
9.78038E+12,Matthew Pearl
9.78342E+12,Arno Gruen
9.78035E+12,Noah BenShea
9.78055E+12,Tom Robbins
9.78049E+12,Elliot Snow
9.78067E+12,Judith Michael
9.78068E+12,Frank McCourt
9.78045E+12,Patricia Sprinkle
9.78045E+12,James Patterson
9.78032E+12,Carolyn Parkhurst
9.78045E+12,Toni Morrison
9.78068E+12,Anthony Bourdain
9.78043E+12,Lyn Hamilton
9.78157E+12,David Chase
9.78055E+12,Frederick Perls
9.78055E+12,Elula Perrin
9.78045E+12,R. A. Salvatore
9.78044E+12,Jessica Salmonson
9.78088E+12,Jessica Amanda Salmonson
9.78067E+12,Diane Carey
9.78038E+12,Geraldine Thorsten
9.78088E+12,Jurt W. Donsbach
9.78043E+12,Robin Cook
9.78055E+12,Rita Mae Brown
9.78326E+12,Bernhard Schlink
9.78055E+12,Robert Silverberg
9.78044E+12,John Grisham
9.78035E+12,Anne Rice
9.78067E+12,"Kristine Kathryn Rusch,Dean Wesley Smith"
9.78067E+12,Michael Jan Friedman
9.78067E+12,L. A. Graf
9.78055E+12,David Brin
9.78035E+12,Dave Barry
9.78035E+12,Martina Navratilova
9.78035E+12,Peter Lear
9.78067E+12,Marta Randall
9.78044E+12,Michael Reaves
9.78088E+12,"Jo Clayton,Ken W. Kelly"
9.78044E+12,"H. Beam Piper,Michael Kurland"
9.78067E+12,"Frederik Pohl,Jack Williamson"
9.78088E+12,"Nick Pollotta,Phil Foglio"
9.78045E+12,Michael Peak
9.78039E+12,Anne Morrow Lindbergh
9.78035E+12,"James Tiptree Jr.,Michael Herring,Robert Silverber"
9.78088E+12,"Melita Denning,Osborne Phillips"
9.78087E+12,Craig Junjulas
9.78087E+12,Jan Woudhuysen
9.78089E+12,Tad Williams
9.78043E+12,Dean Koontz
9.78006E+12,Stephen Smoke
9.78043E+12,Dean Koontz
9.78079E+12,Dale Banks
9.78038E+12,Patricia D. Cornwell
9.78045E+12,Stephen King
9.78014E+12,Jasper Fforde
9.78038E+12,Roger Zelazny
9.78055E+12,Raymond Feist
9.78038E+12,Mark Salzman
9.78006E+12,Ron Hansen
9.78006E+12,Stephen R. Lawhead
9.78043E+12,Patricia Cornwell
9.78045E+12,Greg Iles
9.78043E+12,Phil Rickman
9.78045E+12,Nelson DeMille
9.78159E+12,"Jill Stengl,Tracey V. Bateman,Pamela Griffin,Tamel"
9.78159E+12,Gilbert Morris
9.7808E+12,Leisha Kelly
9.78081E+12,"Kathleen O'Neal Gear,W. Michael Gear"
9.78045E+12,Cassie Edwards
9.78159E+12,Denise Hunter
9.78031E+12,Jennifer Donnelly
9.78037E+12,Susan Kearney
9.78037E+12,B. J. Daniels
9.78037E+12,Virginia Kelly
9.78037E+12,Karen Whiddon
9.78038E+12,Johanna Lindsey
9.78096E+12,"Alice Gaines,Bonnie Hamre,Ivy Landon,Jeanie Legend"
9.78037E+12,Jenna Mills
9.78155E+12,Maggie Shayne
9.78078E+12,Maggie Shayne
9.78055E+12,Dean Koontz
9.78043E+12,Dean Koontz
9.78043E+12,Dean Koontz
9.78035E+12,Dean Koontz
9.78035E+12,Dean Koontz
9.78002E+12,Alan Paton
9.78067E+12,Pearl S. Buck
9.78002E+12,Ernest Hemingway
9.78043E+12,Dean Koontz
9.78035E+12,Alan Dean Foster
9.78031E+12,Michael Cunningham
9.78074E+12,Kevin Ryan
9.78082E+12,Elizabeth Doyle
9.78031E+12,Linda Herring
9.78045E+12,Rebecca Brandewyne
9.78037E+12,Theresa Michaels
9.78044E+12,Heather Graham
9.78043E+12,Linda Lael Miller
9.78082E+12,Elizabeth Doyle
9.78045E+12,Terry McMillan
9.78049E+12,Jane Austen
9.78157E+12,Bram Stoker
9.78006E+12,Simon Winchester
9.7804E+12,Tom Clancy
9.78074E+12,Brad Thor
9.78033E+12,Dick Francis
9.78061E+12,Ruth Rendell
9.78079E+12,Jamil I. Toubbeh
9.78035E+12,M.J. Rose
9.78039E+12,Douglas Hofstadter
9.7803E+12,"Cosima Wagner,Geoffrey Skelton"
9.7804E+12,Amy Tan
9.78031E+12,Mark Merlis
9.78031E+12,Orson Scott Card
9.78081E+12,"Camara Laye,James Kirkup,Ernest Jones,Philippe Tho"
9.7808E+12,William K. Powers
9.78088E+12,Mary Baker Eddy
9.78052E+12,Karen McCarthy Brown
9.7803E+12,John Okada
9.78082E+12,Milton Murayama
9.78039E+12,Chitra Banerjee Divakaruni
9.78031E+12,Andrew Sean Greer
9.78082E+12,"Robert T. Trotter II,Juan Antonio Chavira,Luis D."
9.78077E+12,Ron Suskind
9.78039E+12,Anna Deavere Smith
9.78087E+12,"Genny Lim,Wakako Yamauchi,Momoko Iko,Velina Hasu H"
9.78156E+12,Luis Valdez
9.78068E+12,Laurel Thatcher Ulrich
9.7804E+12,K. Ryan
9.7804E+12,Amy Tan
9.78038E+12,Chris Bohjalian
9.78045E+12,Miguel De Cervantes Saavedra
9.78068E+12,Raymond Carver
9.78055E+12,"Edmond Rostand,Brian Hooker"
9.78068E+12,Truman Capote
9.78068E+12,Naomi Epel
9.78068E+12,"Fyodor Dostoyevsky,Richard Pevear,Larissa Volokhon"
9.78045E+12,Toni Morrison
9.78081E+12,ORSON SCOTT CARD
9.78002E+12,C. S. Lewis
9.78031E+12,Robert Ludlum
9.78038E+12,"George Galdorisi Captain,George Galdorisi"
9.78006E+12,"Patrick Robinson,David McCallum"
9.78043E+12,Patrick A. Davis
9.78081E+12,Robert Jordan
9.78038E+12,Terry Pratchett
9.78972E+12,Eca De Queiros
9.78074E+12,Diane Carey
9.7804E+12,Charles Kuralt
9.78032E+12,"Cleveland Amory,Lisa Adams"
9.78188E+12,Susan Fox Rogers
9.7804E+12,Dean Koontz
9.78057E+12,Lawrence Durrell
9.78081E+12,"Vicki Hearne,Andrea Mohin"
9.78159E+12,Anthony M. Fauglid
9.78157E+12,Jane Mendelsohn
9.78045E+12,Victoria Christopher Murray
9.78045E+12,Ayn Rand
9.78014E+12,Rosalie Maggio
9.78069E+12,"Richard Paul Evans,Jonathan Linton"
9.78088E+12,Aiden W. Tozer
9.78067E+12,"Pearl S. Buck,Peter Conn"
9.78044E+12,Lois Lowry
9.7808E+12,Richard Peck
9.78006E+12,Wally Lamb
9.78084E+12,Hannah Hurnard
9.78188E+12,TD Jakes
9.78031E+12,Janet Evanovich
9.78055E+12,Howard Kaminsky
9.78037E+12,Caren Lissner
9.78184E+12,Paul Vincent
9.78344E+12,Tanja Kinkel
9.78355E+12,Helga Hegewisch
9.7836E+12,"Virginia Woolf,Klaus Reichert,Klaus Reichert"
9.78326E+12,Donna Leon
9.78344E+12,"Helen Fielding,Ariane Böckler"
9.78355E+12,"Kjell Johansson,Susanne Dahmann"
9.78053E+12,John Darnton
9.78346E+12,Ahne
9.78342E+12,"Henning Mankell,Wolfgang Butt"
9.78342E+12,"Henning Mankell,Wolfgang Butt"
9.78015E+12,Ann Rinaldi
9.78031E+12,Kate Atkinson
9.78067E+12,Judy Mercer
9.78006E+12,Anne Rivers Siddons
9.78045E+12,Sandra Brown
9.78035E+12,Ruth Rendell
9.78067E+12,Carolyn Keene
9.78079E+12,Richard Carlson
9.78031E+12,Patrick Morley
9.78044E+12,Kurt Vonnegut
9.78035E+12,Joseph Heller
9.78035E+12,Jonathan Kellerman
9.78038E+12,Faye Kellerman
9.78067E+12,Carolyn Keene
9.78067E+12,Carolyn Keene
9.78067E+12,Carolyn Keene
9.78067E+12,Carolyn Keene
9.78059E+12,Lael Littke
9.78067E+12,Michael Jan Friedman
9.78006E+12,"Lemony Snicket,Brett Helquist,Michael Kupperman"
9.78055E+12,Arthur Byron Cover
9.78055E+12,Richard Brightfield
9.78055E+12,"Edward Packard,David Perry"
9.78055E+12,Elizabeth George
9.78045E+12,Jody Lynn Nye
9.78038E+12,Philip K. Dick
9.78035E+12,"Larry Niven,Donato Giancola"
9.78038E+12,John Dechancie
9.78035E+12,Don H. Debrandt
9.78035E+12,Ruth Rendell
9.78068E+12,Norma Kassirer
9.78059E+12,Ann M. Martin
9.78067E+12,Greenwald
9.78038E+12,Norma Tadlock Johnson
9.78044E+12,Judy Blume
9.78059E+12,M. L. Kenyon
9.78068E+12,Michael Cunningham
9.78038E+12,Zadie Smith
9.78045E+12,"Susan Shwartz,Martin H. Greenberg"
9.78156E+12,Jules Verne
9.78059E+12,Laurel Trivelpiece
9.78067E+12,Carolyn Keene
9.78044E+12,Vonda N. McIntyre
9.78055E+12,David Bischoff
9.78055E+12,Steve Perry
9.78045E+12,Robert N. Charrette
9.78045E+12,Robert N. Charrette
9.78045E+12,Robert N. Charrette
9.78045E+12,Nyx Smith
9.78045E+12,"Carl Sargent,Marc Gascoigne"
9.78045E+12,Robert N. Charrette
9.78045E+12,Nyx Smith
9.78045E+12,Nigel D. Findley
9.78045E+12,Stephen Kenson
9.78045E+12,Michael A. Stackpole
9.78045E+12,Lisa Smedman
9.78045E+12,Tom Dowd
9.78045E+12,Mel Odom
9.78045E+12,Jordan K. Weisman
9.78045E+12,Carl Sargent
9.78045E+12,Caroline Spector
9.78045E+12,Tom Dowd
9.78045E+12,Stephen Kenson
9.78045E+12,Lisa Smedman
9.7804E+12,W.E.B. Griffin
9.78044E+12,Gardner Dozois
9.78067E+12,Charles Sheffield
9.78044E+12,Robert Doherty
9.78067E+12,Vince Flynn
9.7804E+12,"Margret Rey,H. A. Rey,Alan J. Shalleck"
9.78068E+12,Susanna Kaysen
9.78068E+12,Andrei Codrescu
9.78045E+12,Marion Zimmer Bradley
9.78074E+12,Rebecca Reisert
9.78045E+12,David Baldacci
9.78186E+12,Jean Dominiqu Bauby
9.78044E+12,Belva Plain
9.78345E+12,Michael Connelly
9.78344E+12,"David L. Lindsey,Elke Vom Scheidt"
9.78342E+12,Binnie Kirshenbaum
9.78342E+12,Joan Smith
9.78031E+12,Janet Evanovich
9.78067E+12,David Anson Russo
9.78067E+12,William Shatner
9.78035E+12,Earl Emerson
9.78035E+12,Anne McCaffrey
9.78067E+12,Mary Brown
9.78067E+12,Mary Brown
9.78081E+12,Piers Anthony
9.78089E+12,Dickens
9.78158E+12,Mary Roberts Rinehart
9.78068E+12,Sapphire
9.78087E+12,Misty Bernall
9.78097E+12,Shannon Holmes
9.78349E+12,Franziska Stalmann
9.7835E+12,"Colin Dexter,Karin Polz"
9.78344E+12,Pieke Biermann
9.78375E+12,"Claudio Paglieri,Verena Von Koskull"
9.78326E+12,Susanna Tamaro
9.78357E+12,Sigrid Heuck
9.78355E+12,Joseph O`Connor
9.78344E+12,"Ian Rankin,Ellen Schlootz"
9.78344E+12,"Bruce Alexander,Dr. Andreas Jäger"
9.78343E+12,Friedrich Ani
9.7836E+12,Birgit Vanderbeke
9.78031E+12,Samuel J. Butcher
9.78089E+12,H. Williams
9.78159E+12,C. B. Andersen
9.78006E+12,Megan Stine
9.78067E+12,R.L. Stine
9.78082E+12,Susan Meyers
9.78069E+12,"Peter Clover,Peter Clover"
9.78015E+12,Alan Garner
9.78015E+12,Alan Garner
9.7836E+12,Arthur Miller
9.7836E+12,"Arthur Miller,Volker Schlöndorff,Florian Hopf"
9.78039E+12,Jane Smiley
9.78015E+12,Gloria Naylor
9.78043E+12,Simon Brett
9.78035E+12,John Katzenbach
9.78043E+12,Lynn Kurland
9.78067E+12,Julie Garwood
9.78052E+12,Nora Roberts
9.78052E+12,Nora Roberts
9.78006E+12,Chip Kidd
9.78068E+12,"Haruki Murakami,Philip Gabriel"
9.78055E+12,Jane Austen
9.78043E+12,Kurt Vonnegut
9.78044E+12,Kurt Vonnegut
9.78035E+12,John Irving
9.78006E+12,Neal Pollack
9.78038E+12,Richard Adams
9.7808E+12,"Kenzaburo Oe,John Nathan"
9.78072E+12,Nicci French
9.78067E+12,William J. Kennedy
9.78049E+12,"Nathaniel Hawthorne,Dover Thrift Editions"
9.78382E+12,Walter Moers
9.78031E+12,Robert J. Sawyer
9.78068E+12,Robert A. Heinlein
9.78055E+12,Connie Willis
9.78045E+12,William Martin
9.7808E+12,Anne Perry
9.78045E+12,Anne Perry
9.78045E+12,Anne Perry
9.78045E+12,Anne Perry
9.78045E+12,Anne Perry
9.78031E+12,Janet Evanovich
9.7804E+12,Robert B. Parker
9.78045E+12,Michael Romkey
9.78045E+12,Susan R. Sloan
9.78045E+12,Evan Hunter
9.78045E+12,Michael Romkey
9.78055E+12,Rita Mae Brown
9.78156E+12,Lynn Austin
9.78031E+12,Orson Scott Card
9.78014E+12,Dava Sobel
9.78093E+12,Jean Giono
9.78006E+12,Joanne Harris
9.78039E+12,Laura Esquivel
9.78038E+12,J.A. Jance
9.7805E+12,Aidan Meehan
9.78049E+12,Anthony Trollope
9.78035E+12,Angela Huth
9.78156E+12,Sherrie Weaver
9.78014E+12,P.G. Wodehouse
9.78055E+12,"Stephen Crane,Alfred Kazin,Regina Domeraski"
9.78016E+12,Dorothy L. Sayers
9.78038E+12,Anita Brookner
9.78352E+12,Martin Walser
9.7835E+12,John Updike
9.78355E+12,"Eoin Colfer,Claudia Feldmann"
9.78225E+12,"Patrick Süskind,Sempé,Bernard Lortholary"
9.78202E+12,Eduardo Mendoza
9.78226E+12,"Robert McLiam Wilson,Brice Matthieussent"
9.78226E+12,Roddy Doyle
9.78053E+12,Tracy Chevalier
9.78326E+12,"Patricia Highsmith,Anne Uhde"
9.7836E+12,Florian Illies
9.7836E+12,Hera Lind
9.7834E+12,Wolfgang Hohlbein
9.78003E+12,Michael Schulman
9.78052E+12,Sheila Moore
9.78035E+12,JAMES ALEXANDER Thom
9.78038E+12,Katharine Graham
9.78032E+12,Martha Cooley
9.78001E+12,Carol Shields
9.78038E+12,Ann Packer
9.78156E+12,Dave Pelzer
9.78084E+12,"James C. Dobson,James C. Dobson"
9.78071E+12,Nown Graham
9.78059E+12,R. L. Stine
9.78059E+12,R. L. Stine
9.78059E+12,Ruth Chew
9.78039E+12,Julian Gough
9.78069E+12,"Heidi Murkoff,Laura Rader"
9.78044E+12,Brian Jacques
9.78055E+12,Iris Johansen
9.78067E+12,Linda Howard
9.78045E+12,Anne Frasier
9.78035E+12,Amanda Cross
9.78067E+12,Alan Jacobson
9.78067E+12,Gayle Lynds
9.78068E+12,Julie Parsons
9.7804E+12,Stuart Woods
9.78044E+12,Stephen White
9.78044E+12,"Charles Dickens,Karen Hesse"
9.7804E+12,John Sandford
9.78068E+12,Mary Higgins Clark
9.7804E+12,Lilian Jackson Braun
9.78038E+12,Dennis Lehane
9.78037E+12,Brian Moore
9.78045E+12,Stephen King
9.7836E+12,Jil Karoly
9.78349E+12,"Maarten't Hart,Marianne Holberg"
9.78006E+12,Timothy Leary
9.78068E+12,Ingrid Newkirk
9.78057E+12,Deborah Curtis
9.78031E+12,Gary S. Kadet
9.78044E+12,John G Kemeny
9.78088E+12,"Margaret Weis,Tracy Hickman"
9.78077E+12,Jane Green
9.78039E+12,Jane Hamilton
9.78055E+12,"Hermann Hesse,Hilda Rosner"
9.78006E+12,"Jean Craighead George,John Schoenherr"
9.78057E+12,Hanif. Kureishi
9.7809E+12,Gene Prater
9.78159E+12,Andy Rooney
9.78031E+12,Toby Young
9.78069E+12,Joshua Levine
9.78088E+12,"Rufina Philby,Mikhail Lyubimov,Hayden Peake"
9.7819E+12,Francis Wheen
9.78074E+12,Ellen Pollock
9.78031E+12,L. B. Cowman
9.7808E+12,Paul Bagdon
9.78039E+12,Elmer Kelton
9.78084E+12,Jerry B Jenkins Tim Lahaye
9.78007E+12,"Larry Madaras,James M. Sorelle"
9.78068E+12,C. S. Lewis
9.78158E+12,Bruce Wilkinson
9.78045E+12,Victoria Holt
9.78055E+12,John Ramsey Miller
9.78044E+12,Danielle Steel
9.78044E+12,John Grisham
9.78039E+12,James A. Michener
9.78088E+12,Linda Lay Shuler
9.78044E+12,Christina Skye
9.78074E+12,Stephen E. Ambrose
9.78006E+12,Jeffrey Archer
9.78089E+12,Mercedes Lackey
9.78044E+12,James Stevenson
9.78088E+12,Roger A. Caras
9.78043E+12,Tom Clancy
9.78043E+12,Tom Clancy
9.78081E+12,Judith Tarr
9.78031E+12,George Baxt
9.7804E+12,Kathy Hepinstall
9.78037E+12,Meredith Webber
9.78014E+12,Lewis Carroll
9.78055E+12,Rita Mae Brown
9.78074E+12,Barbara Delinsky
9.78059E+12,"Philip Pullman,Leonid Gore"
9.78038E+12,"Carl Hiaasen,Bill Montalbano"
9.78038E+12,"Carl Hiaasen,Bill Montalbano"
9.78031E+12,William J. Coughlin
9.78035E+12,Terry Brooks
9.78045E+12,Ana Castillo
9.78352E+12,"George Bernard Shaw,Ursula Michels-Wenz,Annemarie"
9.7835E+12,Hella S. Haasse
9.78341E+12,"Arnulf Zitelmann,Doro Göbel"
9.78342E+12,Karen Cushman
9.78345E+12,"Stephen King,Peter Robert"
9.7835E+12,"Peter Høeg,Angelika Gundlach"
9.78075E+12,Lillian Too
9.78045E+12,Charlotte Bronte
9.78044E+12,Anne Perry
9.78035E+12,Julian May
9.78055E+12,R.A. Macavoy
9.78045E+12,"William Shakespeare,Edward Hubler"
9.78081E+12,R. L. Fisher
9.78006E+12,Rebecca Wells
9.78044E+12,Madeleine L'Engle
9.78014E+12,Slavenka Drakulic
9.7804E+12,Penelope Fitzgerald
9.78006E+12,Emma Donoghue
9.78068E+12,Thomas M. Disch
9.78016E+12,T. S. Eliot
9.78055E+12,James Herriot
9.78035E+12,Sharon Kay Penman
9.7808E+12,William S. Burroughs
9.78044E+12,T. H. White
9.78081E+12,Fred Saberhagen
9.78045E+12,"William Shakespeare,Sylvan Barnet"
9.78014E+12,Helene Hanff
9.78045E+12,"Clive Barker,Lawrence Block,David Morrell,Ray Brad"
9.78038E+12,Newman K.
9.78158E+12,Barbara L. Heller M.S.W.
9.78067E+12,Larry McMurtry
9.78055E+12,"C.S. Lewis,Chad Walsh"
9.78189E+12,Roland Evans
9.78081E+12,Kathleen A. Brehony
9.78033E+12,Robert Drewe
9.78006E+12,Terry Pratchett
9.78044E+12,Richard Bach
9.78035E+12,J.R.R. Tolkien
9.78081E+12,Spider Robinson
9.78035E+12,J. R. R. Tolkien
9.78039E+12,Stephen King
9.78016E+12,"Carlos Fuentes,Alfred MacAdam"
9.78343E+12,Peter Kelder
9.7834E+12,"Dalai Lama,Howard C. Cutler,Jürgen Manshardt,Kathr"
9.78342E+12,"Henning Mankell,Wolfgang Butt"
9.78345E+12,John Grisham
9.78344E+12,Wladimir Kaminer
9.78342E+12,"Henning Mankell,Paul Berf,Barbara Sirges"
9.78037E+12,Louis Sachar
9.78055E+12,Francine Pascal
9.78055E+12,Francine Pascal
9.78045E+12,"Sir Arthur Conan Doyle,Anne Perry"
9.78084E+12,"Jerry B. Jenkins,Tim LaHaye"
9.78084E+12,"Jerry B. Jenkins,Tim LaHaye"
9.78156E+12,Valerie Tripp
9.78156E+12,Valerie Tripp
9.78059E+12,K.A. Applegate
9.78059E+12,K.A. Applegate
9.78059E+12,K.A. Applegate
9.78059E+12,K.A. Applegate
9.78044E+12,"Randi Reisfeld,Marie T. Morreale"
9.78158E+12,"Brooks Whitney,Tracy McGuinness"
9.78014E+12,Roald Dahl
9.78068E+12,"Barbara Park,Denise Brunkus"
9.78059E+12,"Katy Hall,Lisa Eisenberg,John Devore"
9.78044E+12,"Roy Doty,Judy Blume"
9.78157E+12,Liz Curtis Higgs
9.78014E+12,"Astrid Lindgren,Louis S. Glanzman,Florence Lamborn"
9.78067E+12,Nancy Holder
9.78067E+12,Diana G. Gallagher
9.78067E+12,Randi Reisfeld
9.78067E+12,Cathy West
9.78045E+12,Carolyn Keene
9.78067E+12,Patricia Barnes-Svarney
9.78156E+12,Stefanie Scott
9.78045E+12,Carolyn Keene
9.78158E+12,"Valerie Tripp,Tamara England,Walter Rane"
9.78156E+12,"Connie Porter,Dahl Taylor"
9.78156E+12,"Valerie Tripp,Dan Andreasen"
9.78156E+12,"Valerie Tripp,Peg Ross,Jean Paul Tibbles"
9.78059E+12,Ann Matthews Martin
9.78059E+12,"Various,Judy Blume,Patricia MacLachlan,Daniel Pink"
9.78088E+12,John R. Erickson
9.78069E+12,E. L. Konigsburg
9.78067E+12,Cathy West
9.78067E+12,Patricia Barnes-Svarney
9.78345E+12,Thomas Harris
9.78055E+12,John Le Carré
9.78052E+12,Jean M. Auel
9.78031E+12,Piers Anthony
9.78087E+12,David Hajdu
9.78156E+12,"Jack Canfield,Mark Victor Hansen,Kimberly Kirberge"
9.78014E+12,"Janet Lunn,N. R. Jackson"
9.78039E+12,Michael Crichton
9.78032E+12,David Sedaris
